Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Pass,Parental_Involvement_High,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_High,Access_to_Resources_Low,Access_to_Resources_Medium
20,74,60,1,0,0.0,0.0,1.0,1.0,0.0,0.0
15,73,63,2,0,0.0,0.0,1.0,1.0,0.0,0.0
13,86,58,0,0,0.0,1.0,0.0,0.0,0.0,1.0
23,86,54,2,0,1.0,0.0,0.0,0.0,0.0,1.0
17,87,99,2,0,0.0,0.0,1.0,0.0,0.0,1.0
13,99,77,0,0,0.0,0.0,1.0,0.0,0.0,1.0
27,71,68,1,0,0.0,0.0,1.0,1.0,0.0,0.0
15,81,52,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,81,84,1,0,0.0,0.0,1.0,0.0,0.0,1.0
15,84,82,1,0,0.0,0.0,1.0,0.0,0.0,1.0
11,94,66,2,0,0.0,0.0,1.0,0.0,0.0,1.0
29,100,89,2,1,1.0,0.0,0.0,1.0,0.0,0.0
14,62,87,1,0,0.0,1.0,0.0,0.0,0.0,1.0
21,77,88,2,0,0.0,0.0,1.0,0.0,0.0,1.0
17,61,69,1,0,1.0,0.0,0.0,0.0,0.0,1.0
17,63,59,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,91,86,1,0,1.0,0.0,0.0,0.0,0.0,1.0
28,72,63,1,0,0.0,1.0,0.0,1.0,0.0,0.0
16,94,58,2,0,0.0,1.0,0.0,0.0,0.0,1.0
22,70,75,0,0,0.0,0.0,1.0,1.0,0.0,0.0
15,65,55,2,0,0.0,0.0,1.0,1.0,0.0,0.0
18,64,97,2,0,0.0,1.0,0.0,1.0,0.0,0.0
25,99,74,1,1,0.0,0.0,1.0,1.0,0.0,0.0
12,63,56,4,0,0.0,0.0,1.0,0.0,0.0,1.0
23,99,50,1,1,1.0,0.0,0.0,1.0,0.0,0.0
20,77,95,0,0,0.0,0.0,1.0,0.0,1.0,0.0
28,76,91,0,0,0.0,0.0,1.0,0.0,0.0,1.0
8,99,83,2,1,0.0,1.0,0.0,1.0,0.0,0.0
15,90,97,2,0,0.0,0.0,1.0,0.0,1.0,0.0
22,62,69,1,0,1.0,0.0,0.0,0.0,0.0,1.0
27,81,77,1,0,0.0,0.0,1.0,0.0,1.0,0.0
19,90,85,0,1,1.0,0.0,0.0,0.0,0.0,1.0
19,95,68,3,1,1.0,0.0,0.0,1.0,0.0,0.0
18,72,80,1,0,1.0,0.0,0.0,1.0,0.0,0.0
16,63,92,0,0,0.0,0.0,1.0,0.0,1.0,0.0
13,80,88,1,0,0.0,0.0,1.0,1.0,0.0,0.0
16,92,90,6,1,0.0,0.0,1.0,0.0,0.0,1.0
24,98,66,2,1,1.0,0.0,0.0,0.0,1.0,0.0
13,64,57,1,0,0.0,0.0,1.0,1.0,0.0,0.0
19,89,71,2,0,0.0,1.0,0.0,0.0,0.0,1.0
34,63,83,2,0,0.0,0.0,1.0,1.0,0.0,0.0
12,67,65,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,90,50,0,0,0.0,1.0,0.0,0.0,0.0,1.0
26,76,52,4,0,0.0,0.0,1.0,1.0,0.0,0.0
20,62,85,2,0,1.0,0.0,0.0,0.0,0.0,1.0
13,71,65,2,0,0.0,0.0,1.0,1.0,0.0,0.0
13,83,81,4,0,0.0,1.0,0.0,0.0,0.0,1.0
13,90,81,0,0,1.0,0.0,0.0,0.0,0.0,1.0
25,69,52,1,0,1.0,0.0,0.0,0.0,1.0,0.0
17,70,79,2,0,0.0,0.0,1.0,0.0,0.0,1.0
14,72,75,4,0,0.0,0.0,1.0,0.0,1.0,0.0
23,70,75,0,0,0.0,0.0,1.0,0.0,0.0,1.0
21,90,74,4,1,0.0,0.0,1.0,1.0,0.0,0.0
22,71,60,1,0,0.0,0.0,1.0,0.0,0.0,1.0
13,65,87,1,0,0.0,0.0,1.0,1.0,0.0,0.0
25,88,70,1,1,0.0,0.0,1.0,0.0,0.0,1.0
20,75,71,1,0,1.0,0.0,0.0,1.0,0.0,0.0
25,76,61,1,0,0.0,0.0,1.0,1.0,0.0,0.0
23,87,59,4,1,1.0,0.0,0.0,0.0,1.0,0.0
14,81,61,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,94,97,0,0,0.0,0.0,1.0,0.0,0.0,1.0
21,95,98,1,0,0.0,1.0,0.0,0.0,1.0,0.0
25,99,58,0,1,0.0,0.0,1.0,1.0,0.0,0.0
23,95,57,1,1,1.0,0.0,0.0,0.0,0.0,1.0
26,67,51,2,0,0.0,0.0,1.0,1.0,0.0,0.0
14,72,89,2,0,0.0,1.0,0.0,1.0,0.0,0.0
12,84,50,3,0,0.0,1.0,0.0,0.0,0.0,1.0
18,60,69,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,81,55,3,0,0.0,0.0,1.0,0.0,1.0,0.0
21,89,76,3,0,0.0,1.0,0.0,0.0,0.0,1.0
20,98,83,0,0,0.0,1.0,0.0,1.0,0.0,0.0
20,63,83,4,0,0.0,0.0,1.0,0.0,1.0,0.0
12,76,50,2,0,0.0,0.0,1.0,0.0,0.0,1.0
17,68,75,2,0,0.0,0.0,1.0,1.0,0.0,0.0
11,85,57,0,0,1.0,0.0,0.0,0.0,1.0,0.0
22,71,58,2,0,1.0,0.0,0.0,0.0,0.0,1.0
21,76,72,1,0,1.0,0.0,0.0,1.0,0.0,0.0
20,98,80,4,1,0.0,1.0,0.0,0.0,0.0,1.0
14,73,87,2,0,1.0,0.0,0.0,0.0,0.0,1.0
19,90,81,2,0,0.0,1.0,0.0,1.0,0.0,0.0
21,77,94,1,0,0.0,0.0,1.0,0.0,1.0,0.0
16,86,99,4,1,1.0,0.0,0.0,1.0,0.0,0.0
13,100,54,3,0,0.0,1.0,0.0,0.0,1.0,0.0
32,64,97,1,0,0.0,1.0,0.0,0.0,1.0,0.0
8,73,60,0,0,0.0,0.0,1.0,0.0,0.0,1.0
22,65,82,2,0,0.0,1.0,0.0,0.0,0.0,1.0
27,94,70,1,1,1.0,0.0,0.0,1.0,0.0,0.0
27,64,77,3,0,0.0,0.0,1.0,0.0,0.0,1.0
11,80,96,1,0,0.0,0.0,1.0,0.0,0.0,1.0
25,81,81,2,0,1.0,0.0,0.0,0.0,1.0,0.0
17,81,86,1,0,0.0,0.0,1.0,1.0,0.0,0.0
21,87,84,1,0,0.0,0.0,1.0,0.0,0.0,1.0
12,82,79,0,0,0.0,1.0,0.0,0.0,0.0,1.0
22,82,83,1,0,1.0,0.0,0.0,1.0,0.0,0.0
14,77,54,1,0,1.0,0.0,0.0,0.0,1.0,0.0
27,94,89,3,1,0.0,1.0,0.0,0.0,0.0,1.0
20,72,90,2,0,0.0,0.0,1.0,0.0,0.0,1.0
30,98,83,1,1,1.0,0.0,0.0,1.0,0.0,0.0
28,76,60,1,0,0.0,0.0,1.0,0.0,0.0,1.0
15,99,71,0,0,0.0,0.0,1.0,0.0,0.0,1.0
28,72,85,4,0,0.0,1.0,0.0,0.0,1.0,0.0
14,64,62,1,0,0.0,0.0,1.0,1.0,0.0,0.0
19,97,73,2,0,0.0,1.0,0.0,0.0,0.0,1.0
21,90,62,2,0,0.0,1.0,0.0,0.0,0.0,1.0
29,70,72,1,0,0.0,0.0,1.0,0.0,1.0,0.0
24,82,77,3,0,0.0,0.0,1.0,0.0,0.0,1.0
24,89,68,0,1,0.0,0.0,1.0,1.0,0.0,0.0
23,77,68,0,0,1.0,0.0,0.0,0.0,0.0,1.0
25,95,76,1,1,0.0,1.0,0.0,1.0,0.0,0.0
30,77,74,3,1,0.0,0.0,1.0,0.0,1.0,0.0
16,93,71,0,0,0.0,1.0,0.0,0.0,0.0,1.0
16,80,63,2,0,0.0,1.0,0.0,0.0,0.0,1.0
12,70,53,2,0,0.0,1.0,0.0,1.0,0.0,0.0
12,74,73,1,0,1.0,0.0,0.0,0.0,0.0,1.0
28,84,92,1,1,1.0,0.0,0.0,0.0,0.0,1.0
15,69,92,0,0,0.0,0.0,1.0,1.0,0.0,0.0
18,80,77,1,0,0.0,1.0,0.0,0.0,1.0,0.0
17,82,98,3,0,0.0,0.0,1.0,0.0,0.0,1.0
16,67,99,2,0,1.0,0.0,0.0,1.0,0.0,0.0
22,72,67,2,0,0.0,1.0,0.0,0.0,1.0,0.0
10,94,73,1,0,0.0,0.0,1.0,1.0,0.0,0.0
22,92,99,1,1,0.0,0.0,1.0,1.0,0.0,0.0
25,92,85,1,1,0.0,0.0,1.0,1.0,0.0,0.0
16,73,81,1,0,1.0,0.0,0.0,0.0,0.0,1.0
24,90,93,1,1,0.0,0.0,1.0,1.0,0.0,0.0
27,83,91,3,1,0.0,0.0,1.0,0.0,1.0,0.0
24,72,73,2,0,0.0,1.0,0.0,1.0,0.0,0.0
23,86,67,2,0,0.0,1.0,0.0,1.0,0.0,0.0
20,75,97,0,0,0.0,1.0,0.0,0.0,0.0,1.0
18,91,82,3,1,0.0,0.0,1.0,1.0,0.0,0.0
24,95,71,1,1,0.0,0.0,1.0,1.0,0.0,0.0
15,64,65,2,0,1.0,0.0,0.0,0.0,0.0,1.0
33,62,74,2,0,0.0,0.0,1.0,0.0,0.0,1.0
21,75,82,1,0,0.0,0.0,1.0,0.0,1.0,0.0
21,99,91,3,1,1.0,0.0,0.0,0.0,0.0,1.0
21,65,56,1,0,0.0,1.0,0.0,0.0,0.0,1.0
21,62,84,5,0,1.0,0.0,0.0,0.0,0.0,1.0
19,92,70,2,0,0.0,1.0,0.0,0.0,0.0,1.0
15,84,55,1,0,0.0,0.0,1.0,1.0,0.0,0.0
15,84,89,1,0,0.0,1.0,0.0,0.0,1.0,0.0
24,93,56,1,0,0.0,1.0,0.0,1.0,0.0,0.0
25,79,52,1,0,1.0,0.0,0.0,0.0,0.0,1.0
20,96,92,0,1,0.0,1.0,0.0,0.0,0.0,1.0
23,60,69,1,0,1.0,0.0,0.0,0.0,0.0,1.0
19,89,66,1,0,0.0,0.0,1.0,1.0,0.0,0.0
20,65,88,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,89,52,1,0,1.0,0.0,0.0,0.0,1.0,0.0
28,69,66,0,0,0.0,0.0,1.0,0.0,0.0,1.0
17,100,63,1,1,1.0,0.0,0.0,1.0,0.0,0.0
11,95,95,1,0,0.0,0.0,1.0,0.0,0.0,1.0
26,71,77,0,0,0.0,1.0,0.0,0.0,0.0,1.0
19,96,54,1,0,0.0,0.0,1.0,0.0,0.0,1.0
7,84,100,3,0,0.0,0.0,1.0,1.0,0.0,0.0
5,88,59,3,0,0.0,0.0,1.0,0.0,0.0,1.0
20,75,59,2,0,0.0,0.0,1.0,0.0,1.0,0.0
23,74,66,0,0,0.0,0.0,1.0,0.0,1.0,0.0
21,62,51,0,0,0.0,0.0,1.0,0.0,1.0,0.0
26,63,55,2,0,0.0,0.0,1.0,0.0,0.0,1.0
23,89,81,2,1,0.0,1.0,0.0,1.0,0.0,0.0
19,76,66,2,0,0.0,0.0,1.0,0.0,1.0,0.0
21,85,93,0,1,1.0,0.0,0.0,0.0,0.0,1.0
22,96,90,2,1,1.0,0.0,0.0,0.0,1.0,0.0
21,94,88,1,1,0.0,0.0,1.0,0.0,0.0,1.0
13,99,54,3,0,0.0,1.0,0.0,0.0,0.0,1.0
11,63,100,0,0,0.0,0.0,1.0,0.0,0.0,1.0
20,88,68,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,67,87,5,0,0.0,1.0,0.0,1.0,0.0,0.0
28,79,82,0,1,1.0,0.0,0.0,0.0,0.0,1.0
17,96,77,1,1,0.0,0.0,1.0,0.0,0.0,1.0
23,63,100,2,0,1.0,0.0,0.0,1.0,0.0,0.0
14,98,76,0,0,0.0,0.0,1.0,0.0,0.0,1.0
26,62,52,4,0,1.0,0.0,0.0,0.0,0.0,1.0
29,73,68,1,0,1.0,0.0,0.0,0.0,0.0,1.0
17,83,69,4,0,0.0,0.0,1.0,0.0,1.0,0.0
31,69,80,4,0,0.0,0.0,1.0,0.0,1.0,0.0
27,90,86,2,1,0.0,0.0,1.0,1.0,0.0,0.0
17,96,54,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,87,76,1,0,0.0,0.0,1.0,0.0,0.0,1.0
20,63,76,3,0,0.0,1.0,0.0,0.0,1.0,0.0
20,66,59,4,0,0.0,0.0,1.0,1.0,0.0,0.0
24,89,99,1,1,0.0,0.0,1.0,0.0,1.0,0.0
17,65,85,1,0,1.0,0.0,0.0,0.0,0.0,1.0
23,62,54,3,0,1.0,0.0,0.0,1.0,0.0,0.0
24,70,74,2,0,0.0,0.0,1.0,1.0,0.0,0.0
19,70,63,3,0,0.0,0.0,1.0,0.0,0.0,1.0
18,68,76,2,0,0.0,0.0,1.0,0.0,0.0,1.0
21,99,85,4,1,0.0,0.0,1.0,0.0,0.0,1.0
26,97,85,2,1,0.0,0.0,1.0,0.0,0.0,1.0
24,80,85,3,0,0.0,0.0,1.0,0.0,0.0,1.0
16,92,71,2,0,0.0,0.0,1.0,0.0,1.0,0.0
19,89,65,2,0,1.0,0.0,0.0,0.0,0.0,1.0
17,97,84,3,1,0.0,0.0,1.0,0.0,0.0,1.0
23,76,85,1,0,0.0,0.0,1.0,0.0,1.0,0.0
18,86,75,0,0,0.0,0.0,1.0,0.0,0.0,1.0
19,78,89,2,0,1.0,0.0,0.0,1.0,0.0,0.0
16,61,85,2,0,0.0,0.0,1.0,1.0,0.0,0.0
12,87,62,2,0,0.0,0.0,1.0,0.0,1.0,0.0
16,80,73,2,0,0.0,0.0,1.0,0.0,0.0,1.0
14,61,54,3,0,0.0,0.0,1.0,1.0,0.0,0.0
18,89,73,3,1,1.0,0.0,0.0,0.0,0.0,1.0
23,86,71,3,1,0.0,0.0,1.0,0.0,0.0,1.0
21,61,81,1,0,1.0,0.0,0.0,1.0,0.0,0.0
7,70,51,0,0,0.0,0.0,1.0,0.0,0.0,1.0
17,76,58,4,0,1.0,0.0,0.0,0.0,0.0,1.0
19,66,72,2,0,0.0,1.0,0.0,0.0,0.0,1.0
29,60,63,0,0,0.0,1.0,0.0,1.0,0.0,0.0
25,97,82,1,1,0.0,0.0,1.0,1.0,0.0,0.0
28,89,75,1,0,0.0,0.0,1.0,0.0,0.0,1.0
21,77,100,2,1,1.0,0.0,0.0,0.0,1.0,0.0
15,89,96,3,0,0.0,0.0,1.0,0.0,0.0,1.0
16,82,85,1,0,0.0,0.0,1.0,0.0,0.0,1.0
10,60,72,3,0,0.0,0.0,1.0,0.0,0.0,1.0
29,98,60,0,1,0.0,0.0,1.0,0.0,0.0,1.0
18,91,94,3,0,0.0,0.0,1.0,0.0,0.0,1.0
15,98,70,1,0,0.0,0.0,1.0,0.0,0.0,1.0
11,75,89,2,0,0.0,0.0,1.0,0.0,0.0,1.0
20,99,68,1,0,0.0,0.0,1.0,0.0,1.0,0.0
23,75,80,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,87,86,1,0,1.0,0.0,0.0,0.0,1.0,0.0
21,96,71,3,1,1.0,0.0,0.0,0.0,0.0,1.0
27,82,51,1,0,0.0,0.0,1.0,1.0,0.0,0.0
21,62,58,2,0,1.0,0.0,0.0,0.0,1.0,0.0
14,94,60,3,0,0.0,1.0,0.0,0.0,0.0,1.0
20,65,74,0,0,0.0,0.0,1.0,0.0,1.0,0.0
21,88,91,2,1,1.0,0.0,0.0,0.0,0.0,1.0
27,75,51,1,0,0.0,0.0,1.0,0.0,0.0,1.0
22,83,83,1,0,0.0,0.0,1.0,0.0,0.0,1.0
37,94,52,1,1,1.0,0.0,0.0,0.0,0.0,1.0
17,91,85,3,1,0.0,0.0,1.0,1.0,0.0,0.0
21,90,55,1,1,1.0,0.0,0.0,0.0,0.0,1.0
28,87,62,2,1,1.0,0.0,0.0,0.0,0.0,1.0
24,77,65,2,0,0.0,0.0,1.0,0.0,1.0,0.0
24,95,92,2,1,1.0,0.0,0.0,0.0,0.0,1.0
13,72,52,3,0,0.0,1.0,0.0,1.0,0.0,0.0
17,99,76,2,1,0.0,0.0,1.0,0.0,0.0,1.0
30,84,95,2,1,0.0,1.0,0.0,0.0,0.0,1.0
22,82,93,2,0,0.0,0.0,1.0,0.0,0.0,1.0
26,82,86,0,0,0.0,0.0,1.0,0.0,0.0,1.0
15,99,94,2,1,0.0,1.0,0.0,0.0,0.0,1.0
3,79,64,0,0,0.0,1.0,0.0,0.0,0.0,1.0
6,88,73,3,0,1.0,0.0,0.0,1.0,0.0,0.0
30,79,65,1,1,1.0,0.0,0.0,0.0,0.0,1.0
21,78,72,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,79,61,0,1,0.0,1.0,0.0,1.0,0.0,0.0
23,91,97,2,1,1.0,0.0,0.0,0.0,1.0,0.0
19,83,77,1,0,0.0,0.0,1.0,0.0,0.0,1.0
10,76,80,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,92,81,2,0,0.0,1.0,0.0,1.0,0.0,0.0
26,76,88,2,0,0.0,1.0,0.0,0.0,1.0,0.0
15,66,90,2,0,0.0,0.0,1.0,0.0,0.0,1.0
26,67,56,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,72,82,2,0,0.0,0.0,1.0,0.0,0.0,1.0
16,74,68,2,0,1.0,0.0,0.0,1.0,0.0,0.0
10,76,76,1,1,0.0,0.0,1.0,0.0,1.0,0.0
17,84,78,0,0,0.0,1.0,0.0,0.0,0.0,1.0
16,79,95,0,0,1.0,0.0,0.0,0.0,1.0,0.0
21,83,92,2,0,0.0,0.0,1.0,0.0,1.0,0.0
13,70,100,3,0,0.0,0.0,1.0,0.0,0.0,1.0
27,68,80,3,0,0.0,1.0,0.0,0.0,1.0,0.0
23,65,67,3,0,1.0,0.0,0.0,0.0,0.0,1.0
25,87,90,1,1,1.0,0.0,0.0,0.0,0.0,1.0
18,81,71,0,0,1.0,0.0,0.0,0.0,1.0,0.0
18,78,54,4,0,1.0,0.0,0.0,0.0,0.0,1.0
19,87,89,0,0,1.0,0.0,0.0,0.0,0.0,1.0
20,74,59,5,0,0.0,0.0,1.0,0.0,0.0,1.0
20,74,91,1,0,0.0,0.0,1.0,0.0,0.0,1.0
12,87,53,2,0,0.0,0.0,1.0,0.0,0.0,1.0
17,64,80,0,0,0.0,0.0,1.0,1.0,0.0,0.0
18,81,86,3,0,0.0,1.0,0.0,1.0,0.0,0.0
13,82,82,1,0,0.0,0.0,1.0,1.0,0.0,0.0
18,65,88,1,0,0.0,0.0,1.0,0.0,1.0,0.0
15,82,54,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,65,52,1,0,0.0,1.0,0.0,1.0,0.0,0.0
14,67,68,1,0,0.0,0.0,1.0,0.0,0.0,1.0
13,79,68,2,0,0.0,0.0,1.0,0.0,1.0,0.0
26,83,89,3,1,0.0,0.0,1.0,1.0,0.0,0.0
18,89,88,0,0,0.0,1.0,0.0,1.0,0.0,0.0
29,93,54,4,1,0.0,1.0,0.0,0.0,0.0,1.0
15,92,72,1,0,0.0,0.0,1.0,0.0,1.0,0.0
13,62,90,3,0,0.0,1.0,0.0,0.0,0.0,1.0
17,81,82,3,0,0.0,0.0,1.0,0.0,0.0,1.0
20,87,56,1,0,0.0,1.0,0.0,0.0,1.0,0.0
28,68,63,0,0,1.0,0.0,0.0,0.0,0.0,1.0
18,83,62,2,0,0.0,0.0,1.0,0.0,1.0,0.0
17,65,62,2,0,0.0,0.0,1.0,0.0,0.0,1.0
21,72,78,0,0,0.0,0.0,1.0,1.0,0.0,0.0
19,99,54,0,1,0.0,0.0,1.0,1.0,0.0,0.0
18,80,75,2,0,0.0,1.0,0.0,1.0,0.0,0.0
19,99,79,2,1,0.0,1.0,0.0,0.0,0.0,1.0
27,67,71,1,0,1.0,0.0,0.0,0.0,0.0,1.0
22,96,84,1,1,0.0,1.0,0.0,1.0,0.0,0.0
11,91,100,4,0,1.0,0.0,0.0,0.0,1.0,0.0
17,71,58,3,0,0.0,0.0,1.0,0.0,0.0,1.0
18,84,65,2,0,0.0,0.0,1.0,0.0,0.0,1.0
23,79,59,1,0,1.0,0.0,0.0,1.0,0.0,0.0
21,92,51,0,0,0.0,0.0,1.0,0.0,1.0,0.0
27,90,67,2,1,0.0,0.0,1.0,0.0,1.0,0.0
7,92,51,0,0,0.0,1.0,0.0,0.0,0.0,1.0
11,75,92,2,0,0.0,1.0,0.0,0.0,0.0,1.0
25,89,51,2,1,0.0,0.0,1.0,1.0,0.0,0.0
19,95,99,0,1,0.0,1.0,0.0,1.0,0.0,0.0
14,69,91,0,0,0.0,1.0,0.0,0.0,0.0,1.0
14,68,65,1,0,1.0,0.0,0.0,0.0,0.0,1.0
24,86,98,2,1,0.0,1.0,0.0,0.0,1.0,0.0
9,94,81,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,89,76,0,0,0.0,0.0,1.0,0.0,1.0,0.0
18,82,67,1,0,0.0,1.0,0.0,0.0,0.0,1.0
14,65,72,3,0,0.0,0.0,1.0,1.0,0.0,0.0
31,88,62,2,1,0.0,0.0,1.0,0.0,1.0,0.0
11,72,94,2,0,0.0,0.0,1.0,0.0,0.0,1.0
16,69,82,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,82,74,1,0,0.0,1.0,0.0,0.0,1.0,0.0
12,82,91,3,0,0.0,1.0,0.0,0.0,0.0,1.0
24,93,90,0,1,1.0,0.0,0.0,0.0,1.0,0.0
21,63,100,1,0,1.0,0.0,0.0,0.0,0.0,1.0
13,91,71,1,0,0.0,0.0,1.0,0.0,1.0,0.0
24,77,52,0,0,0.0,0.0,1.0,0.0,0.0,1.0
15,82,75,1,0,0.0,0.0,1.0,0.0,0.0,1.0
16,82,73,3,0,0.0,1.0,0.0,1.0,0.0,0.0
17,69,83,2,0,1.0,0.0,0.0,0.0,0.0,1.0
24,78,53,0,0,1.0,0.0,0.0,0.0,1.0,0.0
19,86,81,3,1,0.0,0.0,1.0,0.0,0.0,1.0
28,97,93,3,1,0.0,0.0,1.0,0.0,0.0,1.0
19,78,78,2,0,0.0,1.0,0.0,1.0,0.0,0.0
20,70,91,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,82,89,0,0,1.0,0.0,0.0,0.0,1.0,0.0
25,75,96,1,0,0.0,1.0,0.0,1.0,0.0,0.0
22,61,76,1,0,0.0,1.0,0.0,0.0,1.0,0.0
24,70,69,1,0,0.0,1.0,0.0,0.0,1.0,0.0
14,100,100,3,1,0.0,0.0,1.0,0.0,0.0,1.0
19,72,91,1,0,0.0,0.0,1.0,0.0,0.0,1.0
9,86,65,0,0,1.0,0.0,0.0,0.0,0.0,1.0
29,74,56,2,0,0.0,0.0,1.0,0.0,0.0,1.0
13,84,78,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,89,72,4,0,0.0,0.0,1.0,1.0,0.0,0.0
29,89,98,1,1,0.0,1.0,0.0,0.0,0.0,1.0
11,91,94,1,0,0.0,1.0,0.0,1.0,0.0,0.0
25,63,69,0,0,1.0,0.0,0.0,0.0,0.0,1.0
19,88,89,3,1,0.0,0.0,1.0,0.0,0.0,1.0
10,98,98,0,0,0.0,0.0,1.0,0.0,0.0,1.0
21,74,94,1,1,1.0,0.0,0.0,0.0,0.0,1.0
7,69,54,1,1,0.0,0.0,1.0,1.0,0.0,0.0
15,65,65,1,0,0.0,0.0,1.0,0.0,0.0,1.0
10,68,96,1,0,0.0,1.0,0.0,0.0,0.0,1.0
27,88,55,2,0,0.0,1.0,0.0,0.0,0.0,1.0
23,61,58,4,0,0.0,1.0,0.0,0.0,0.0,1.0
10,62,51,1,0,1.0,0.0,0.0,1.0,0.0,0.0
5,65,98,1,0,0.0,0.0,1.0,1.0,0.0,0.0
16,71,52,0,0,0.0,0.0,1.0,1.0,0.0,0.0
19,97,51,3,0,0.0,0.0,1.0,0.0,1.0,0.0
14,60,91,1,0,0.0,0.0,1.0,0.0,0.0,1.0
23,79,54,2,0,1.0,0.0,0.0,0.0,0.0,1.0
20,98,96,1,1,0.0,1.0,0.0,0.0,0.0,1.0
22,63,97,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,94,85,1,0,0.0,1.0,0.0,0.0,1.0,0.0
31,91,94,2,1,0.0,0.0,1.0,1.0,0.0,0.0
20,99,91,2,1,0.0,1.0,0.0,0.0,0.0,1.0
29,100,87,3,1,0.0,0.0,1.0,0.0,0.0,1.0
19,73,64,4,0,0.0,0.0,1.0,0.0,0.0,1.0
28,89,82,0,1,1.0,0.0,0.0,1.0,0.0,0.0
18,64,90,1,0,0.0,0.0,1.0,0.0,0.0,1.0
15,65,56,3,0,1.0,0.0,0.0,0.0,1.0,0.0
15,80,57,1,0,0.0,0.0,1.0,0.0,0.0,1.0
11,82,61,2,0,0.0,1.0,0.0,0.0,1.0,0.0
18,75,59,0,0,0.0,1.0,0.0,0.0,0.0,1.0
23,88,94,3,1,1.0,0.0,0.0,1.0,0.0,0.0
24,70,59,2,0,0.0,0.0,1.0,1.0,0.0,0.0
18,70,86,5,0,0.0,0.0,1.0,0.0,0.0,1.0
25,94,53,1,0,0.0,0.0,1.0,0.0,1.0,0.0
20,62,85,5,0,0.0,1.0,0.0,0.0,0.0,1.0
15,64,82,0,0,0.0,0.0,1.0,0.0,0.0,1.0
16,66,84,2,0,1.0,0.0,0.0,0.0,0.0,1.0
24,99,53,1,1,1.0,0.0,0.0,0.0,0.0,1.0
21,97,99,1,1,0.0,0.0,1.0,1.0,0.0,0.0
23,88,58,2,0,1.0,0.0,0.0,0.0,1.0,0.0
28,72,78,5,0,1.0,0.0,0.0,0.0,0.0,1.0
25,83,97,0,0,0.0,0.0,1.0,1.0,0.0,0.0
16,66,53,2,0,0.0,0.0,1.0,0.0,0.0,1.0
20,80,94,0,0,0.0,0.0,1.0,1.0,0.0,0.0
20,86,89,1,0,0.0,0.0,1.0,0.0,0.0,1.0
15,93,86,0,0,0.0,0.0,1.0,0.0,0.0,1.0
25,96,98,0,1,0.0,1.0,0.0,0.0,0.0,1.0
14,71,61,0,0,1.0,0.0,0.0,0.0,1.0,0.0
22,98,73,1,0,0.0,0.0,1.0,0.0,1.0,0.0
33,70,82,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,71,90,3,0,1.0,0.0,0.0,0.0,0.0,1.0
26,71,65,1,0,1.0,0.0,0.0,0.0,1.0,0.0
27,93,78,1,1,0.0,0.0,1.0,0.0,0.0,1.0
25,98,91,2,1,0.0,1.0,0.0,0.0,1.0,0.0
15,64,93,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,75,50,4,0,0.0,0.0,1.0,0.0,1.0,0.0
21,80,60,1,0,0.0,1.0,0.0,1.0,0.0,0.0
22,96,70,2,1,0.0,0.0,1.0,1.0,0.0,0.0
20,84,74,1,0,0.0,1.0,0.0,0.0,1.0,0.0
20,62,98,1,0,0.0,0.0,1.0,0.0,0.0,1.0
30,88,62,4,1,0.0,0.0,1.0,0.0,0.0,1.0
30,68,61,1,1,1.0,0.0,0.0,1.0,0.0,0.0
9,87,82,0,0,1.0,0.0,0.0,0.0,0.0,1.0
17,67,62,3,0,0.0,1.0,0.0,1.0,0.0,0.0
19,96,78,1,0,0.0,1.0,0.0,0.0,0.0,1.0
18,90,52,2,0,0.0,1.0,0.0,1.0,0.0,0.0
18,79,51,2,0,1.0,0.0,0.0,0.0,1.0,0.0
22,92,52,1,0,0.0,0.0,1.0,0.0,0.0,1.0
16,70,85,0,0,0.0,1.0,0.0,1.0,0.0,0.0
30,85,83,2,1,0.0,0.0,1.0,0.0,0.0,1.0
24,98,97,1,1,1.0,0.0,0.0,0.0,0.0,1.0
19,85,98,2,0,0.0,0.0,1.0,0.0,0.0,1.0
23,80,57,1,0,0.0,1.0,0.0,0.0,1.0,0.0
